568714073.638 568947255.118 569174824.285 569392825.103 569597429.681 569785000.531 569952150.353 570095798.381 570213222.375 570302105.384 570360576.457 570387244.599 570381225.288 570342159.058 570270221.688 570166125.735 570031113.238 569866939.584 569675848.696 569460539.831 569224126.449 568970087.763 568702213.742 568424544.436 568141304.671 567856835.208 567575521.599 567301721.975 567039695.097 566793529.938 566567078.104 566363890.303 566187158.01 566039661.379 565923724.305 565841177.401 565793329.5 565780948.108 565804249.063 565862895.458 565956005.752 566082170.765 566239479.15 566425550.761 566637577.238 566872368.981 567126407.666 567395903.327 567676855.021 567965114.063 568256448.795 568546609.889 568831395.171 569106713.023 569368643.459 569613495.994 569837863.556 570038671.679 570213222.375 570359232.085 570474863.255 570558749.136 570610011.511 570628271.138 570613650.802 570566770.964 570488738.081 570381125.788 570245949.22 570085632.84 569902972.25 569701090.53 569483389.737 569253498.287 569015214.972 568772450.455 568529167.113 568289318.114 568056786.673 567835326.382 567628503.548 567439642.409 567271774.086 567127590.051 567009400.851 566919100.725 566858138.68 566827496.477 566827673.883 566858681.434 566920040.817 567010792.883 567129513.179 567274334.741 567442977.818 567632786.059 567840768.591 568063647.343 568297908.867 568539859.847 568785685.426
568406813.409 568637690.345 568862638.492 569077676.203 569278951.225 569462803.678 569625826.642 569764923.343 569877360.019 569960813.561 570013413.087 570033774.701 570021028.742 569974838.968 569895413.213 569783505.191 569640407.273 569467934.191 569268397.811 569044573.257 568799656.847 568537216.462 568261135.113 567975548.646 567684778.629 567393261.588 567105475.855 566825867.346 566558775.629 566308361.651 566078538.45 565872906.15 565694692.424 565546699.508 565431258.719 565350193.249 565304789.846 565295779.821 565323329.595 565387040.829 565485960.009 565618597.145 565782953.108 565976554.971 566196498.609 566439497.68 566701938.065 566979936.752 567269404.136 567566108.67 567865742.831 568163989.345 568456586.696 568739392.933 569008446.912 569260026.096 569490700.185 569697379.856 569877360.019 570028357.047 570148539.544 570236552.282 570291533.054 570313122.238 570301465.009 570257206.191 570181477.851 570075879.828 569942453.48 569783649.031 569602286.984 569401514.14 569184754.872 568955658.327 568718042.357 568475834.963 568233014.138 567993546.989 567761329.064 567540124.769 567333509.824 567144816.587 566977083.134 566833006.85 566714903.27 566624670.814 566563761.965 566533161.356 566533371.111 566564403.688 566625782.327 566716549.133 566835280.651 566980110.712 567148760.192 567338573.231 567546559.34 567769440.745 568003704.225 568245656.641 568491483.269
568097671.014 568325911.301 568547860.716 568759508.312 568956973.958 569136572.161 569294873.551 569428763.04 569535493.682 569612735.323 569658617.16 569671763.421 569651321.444 569596981.563 569508988.281 569388142.403 569235793.885 569053825.355 568844626.412 568611058.984 568356414.188 568084361.344 567798889.919 567504245.359 567204859.916 566905279.679 566610089.133 566323834.626 566050948.184 565795673.095 565561992.683 565353563.612 565173654.964 565025094.244 564910221.26 564830850.71 564788244.079 564783091.265 564815502.15 564885008.109 564990573.287 565130615.236 565303034.395 565505251.684 565734253.415 565986642.562 566258695.405 566546422.479 566845632.738 567151999.834 567461129.442 567768626.557 568070161.764 568361535.528 568638739.615 568898014.816 569135904.258 569349301.618 569535493.682 569692196.744 569817586.453 569910320.766 569969555.788 569994954.347 569986687.233 569945427.147 569872335.457 569769041.977 569637618.071 569480543.436 569300667.062 569101162.895 568885480.831 568657293.745 568420441.291 568178871.306 567936579.65 567697549.38 567465690.15 567244778.744 567038401.645 566849900.506 566682321.359 566538368.353 566420362.733 566330207.698 566269359.711 566238806.69 566239053.457 566270114.665 566331515.336 566422299.006 566541043.363 566685883.147 566854539.953 567044358.483 567252348.684 567475233.123 567709498.842 567951452.901 568197280.728
567786476.555 568011718.111 568230256.987 568438048.913 568631182.053 568805941.782 568958873.198 569086840.383 569187081.398 569257258.076 569295499.705 569300439.749 569271244.884 569207635.664 569109898.302 568978887.158 568816017.683 568623249.723 568403061.287 568158413.023 567892703.87 567609718.518 567313567.506 567008620.931 566699436.93 566390686.203 566087073.963 565793260.784 565513783.843 565252980.08 565014912.759 564803302.843 564621466.517 564472260.017 564358032.812 564280589.941 564241164.154 564240398.251 564278337.809 564354434.267 564467558.117 564616021.76 564797611.409 565009627.256 565248931.002 565511999.736 565794985.087 566093776.519 566404067.612 566721424.202 567041353.24 567359371.312 567671071.785 567972189.629 568258663.054 568526691.144 568772786.803 568993824.372 569187081.398 569350274.087 569481586.1 569579690.386 569643763.883 569673494.947 569669083.504 569631233.957 569561140.998 569460468.539 569331322.064 569176214.792 568998028.115 568799966.848 568585509.919 568358357.185 568122373.098 567881528.054 567639838.237 567401304.841 567169853.566 566949275.27 566743168.681 566554886.019 566387482.368 566243669.571 566125775.362 566035708.381 565974929.614 565944430.716 565944719.577 565975813.349 566037239.077 566128041.926 566246800.886 566391651.729 566560316.867 566750141.64 566958136.496 567181024.387 567415292.652 567657248.579 567903077.771
567473063.975 567694915.414 567909598.62 568113031.647 568301266.819 568470556.573 568617417.145 568738689.068 568831593.453 568893783.075 568923387.321 568919050.102 568879959.952 568805871.593 568697118.388 568554615.244 568379851.652 568174874.759 567942262.521 567685087.191 567406869.599 567111524.866 566803300.405 566486707.233 566166445.801 565847327.683 565534194.579 565231836.197 564944908.589 564677854.57 564434827.775 564219621.862 564035606.262 563885669.699 563772172.558 563696908.96 563661079.17 563665272.74 563709462.554 563793009.68 563914678.733 564072663.24 564264620.28 564487713.558 564738663.901 565013806.084 565309150.816 565620450.686 565943268.846 566273049.238 566605187.21 566935099.398 567258291.871 567570425.558 567867378.123 568145301.497 568400674.419 568630349.371 568831593.453 569002122.773 569140130.047 569244305.177 569313848.649 569348477.681 569348425.137 569314431.26 569247728.417 569150019.064 569023447.263 568870564.129 568694287.682 568497857.636 568284785.743 568058802.36 567823799.977 567583774.492 567342765.063 567104793.391 566873803.315 566653601.605 566447800.832 566259765.163 566092559.913 565948905.624 565831137.368 565741169.933 565680469.42 565650031.71 565650368.158 565681498.743 565742952.799 565833777.331 565952552.799 566097416.146 566266090.702 566455922.534 566663922.652 566886814.445 567121085.588 567363043.628 567608874.361
567157275.291 567375317.356 567585668.056 567784203.114 567966934.58 568130077.881 568270116.822 568383865.473 568468525.897 568521740.696 568541639.364 568526877.553 568476668.358 568390804.892 568269673.503 568114257.13 567926128.464 567707432.745 567460860.238 567189608.605 566897335.643 566588103.031 566266311.984 565936631.867 565603923.046 565273155.39 564949323.967 564637363.586 564342063.879 564067986.628 563819387.015 563600140.385 563413675.998 563262919.083 563150242.294 563077427.483 563045638.41 563055404.798 563106617.844 563198537.069 563329808.121 563498490.947 563702097.525 563937638.192 564201675.48 564490384.249 564799616.86 565124972.101 565461866.563 565805607.224 566151464.021 566494741.284 566830846.986 567155358.858 567464086.528 567753128.949 568018926.462 568258306.991 568468525.897 568647299.177 568792829.724 568903826.486 568979516.41 569019649.149 569024494.573 568994833.202 568931939.734 568837559.938 568713881.223 568563497.288 568389367.31 568194770.221 567983254.653 567758585.237 567524685.965 567285581.394 567045336.499 566807996.02 566577524.18 566357745.629 566152288.493 565964530.362 565797548.05 565654071.871 565536445.145 565446589.567 565385976.986 565355608.03 565355997.951 565387169.903 565448655.79 565539504.686 565658298.704 565803176.099 565971861.239 566161701.003 566369707.033 566592603.211 566826877.589 567068838.003 567314670.469
566838965.329 567052753.143 567258265.369 567451330.453 567627915.466 567784194.505 567916615.155 568021961.932 568097415.632 568140607.487 568149667.119 568123263.287 568060636.515 567961622.795 567826667.644 567656829.979 567453775.407 567219758.719 566957595.602 566670623.775 566362653.995 566037911.617 565700969.619 565356674.207 565010064.337 564666286.661 564330507.522 564007823.779 563703174.243 563421253.556 563166430.307 562942671.067 562753471.914 562601798.843 562490038.21 562419958.165 562392681.702 562408671.726 562467728.208 562568997.262 562710991.676 562891622.218 563108238.816 563357680.532 563636333.115 563940192.835 564264935.212 564605987.271 564958601.927 565317933.197 565679110.964 566037314.133 566387841.127 566726176.761 567048054.686 567349514.682 567626954.217 567877173.783 568097415.632 568285395.637 568439328.056 568557943.11 568640497.296 568686776.487 568697091.886 568672268.989 568613629.772 568522968.373 568402520.612 568254927.742 568083194.909 567890644.838 567680867.348 567457665.349 567224998.015 566986921.907 566747530.83 566510895.257 566281002.176 566061696.203 565856622.834 565669174.654 565502441.315 565359164.047 565241695.379 565151964.722 565091450.342 565061158.17 565061607.809 565092825.958 565154347.393 565245223.498 565364038.233 565508931.317 565677628.278 565867476.899 566075489.533 566298390.607 566532668.598 566774631.662 567020466.063
566518006.866 566727073.107 566927215.359 567114209.599 567283972.981 567432633.728 567556599.227 567652621.199 567717856.828 567749924.733 567746954.676 567707629.962 567631221.561 567517613.05 567367315.616 567181472.501 566961852.432 566710831.788 566431365.455 566126946.593 565801555.721 565459599.852 565105842.592 564745326.415 564383288.486 564025071.656 563676032.362 563341447.311 563026420.88 562735795.167 562474064.625 562245297.071 562053062.742 561900372.876 561789629.038 561722584.169 561700316.02 561723213.337 561790974.845 561902620.794 562056516.515 562250407.213 562481462.965 562746332.741 563041206.088 563361881.069 563703836.939 564062310.089 564432371.78 564809006.266 565187187.99 565561956.655 565928489.099 566282167.016 566618639.732 566933881.358 567224241.774 567486491.029 567717856.828 567916054.903 568079312.129 568206382.333 568296554.81 568349655.633 568366041.876 568346588.953 568292671.309 568206136.768 568089274.876 567944779.668 567775707.302 567585429.11 567377580.624 567156007.236 566924707.167 566687772.497 566449329.029 566213475.796 565984225.048 565765443.565 565560796.12 565373691.938 565207234.922 565064178.415 564946885.167 564857293.153 564796887.761 564766680.808 564767196.724 564798466.145 564860027.034 564950933.337 565069771.064 565214681.562 565383391.64 565573250.092 565781270.055 566004176.564 566238458.564 566480424.57 566726261.118
566194296.104 566398155.132 566592375.081 566772674.059 566934914.168 567075173.043 567189813.735 567275551.795 567329518.371 567349318.17 567333081.107 567279506.532 567187898.989 567058194.535 566890976.783 566687481.974 566449592.561 566179819.014 565881269.739 565557609.322 565213005.509 564852065.649 564479763.591 564101358.258 563722305.413 563348164.286 562984500.96 562636790.49 562310319.845 562010093.748 561740745.462 561506454.462 561310872.773 561157061.53 561047439.069 560983741.561 560966996.858 560997511.919 561074873.811 561197963.973 561364985.113 561573499.843 561820479.892 562102364.583 562415127.087 562754346.867 563115286.726 563492972.818 563882276.064 564277993.493 564674928.118 565067966.127 565452150.266 565822748.501 566175317.159 566505757.927 566810368.205 567085884.466 567329518.371 567538985.499 567712526.637 567848921.647 567947495.998 568008120.093 568031201.598 568017670.978 567968960.547 567886977.333 567774070.136 567632991.198 567466852.943 567279080.305 567073359.232 566853581.966 566623789.791 566388113.963 566150715.57 565915725.144 565687182.798 565468979.751 565264802.038 565078077.236 564911924.965 564769111.925 564652012.141 564562573.03 564502287.836 564472174.866 564472763.877 564504089.844 564565694.244 564656633.852 564775496.935 564920426.637 565089151.183 565279020.477 565487048.522 565709961.025 565944247.446 566186216.697 566432055.614
565867758.329 566065911.322 566253641.644 566426603.991 566580600.141 566711652.291 566816074.913 566890543.919 566932161.93 566938518.408 566907743.433 566838553.94 566730291.263 566582948.966 566397190.025 566174352.587 565916443.731 565626120.858 565306660.602 564961915.398 564596258.15 564214515.741 563821892.396 563423884.227 563026186.532 562634595.65 562254907.392 561892814.161 561553803.012 561243056.868 560965361.1 560725017.54 560525767.833 560370727.79 560262334.128 560202304.638 560191612.496 560230475.039 560318356.977 560453987.644 560635391.546 560859931.207 561124361.011 561424890.552 561757255.891 562116796.958 562498539.368 562897278.893 563307666.927 563724295.336 564141779.288 564554836.741 564958363.508 565347502.932 565717709.433 566064805.336 566385030.532 566675084.703 566932161.93 567153977.623 567338787.814 567485400.896 567593181.971 567662050.026 567692468.161 567685427.169 567642422.772 567565426.875 567456853.211 567319517.805 567156594.73 566971567.665 566768177.798 566550368.713 566322228.881 566087932.483 565851679.279 565617634.312 565389868.228 565172299.028 564968636.046 564782326.966 564616508.632 564473962.383 564357074.594 564267803.034 564207649.552 564177639.569 564178308.676 564209696.606 564271348.686 564362324.788 564481215.657 564626166.403 564794906.803 564984787.977 565192824.879 565415743.949 565650035.215 565892008.021 566137849.534
